"articleid","subarticleid","articlename","external_str_id","ecrlongname","ecrsectionid","sectionname","articlebarcode","unitname","sectiontype","rest","flgbase","subarticlebarcode","flg_disable","flg_disable_name","preparemoment_name","baseprice","ecological_class","articletype","article_type_name","tax_system","tag_1212","tag_1162","tag_1162_name","subarticle_marking","subarticle_marking_name","has_any_bc_marking","has_mrc","isloto","class_path","strpath"
"1061649","1061650","Напиток DC м/с коф Латте XL 0,3л","9900000072719","Напиток Drive Cafe молокосодержащий кофейный Латте XL 0,3л","1004787","Кофейные напитки с молоком","2400000000075","шт/1","TYPE_GOODS","1000","SET_BASE","2400000000075","SET_NOTDISABLE","В работе","При продаже","9800",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061652","1061653","Напиток DC м/с коф Моккачино XL 0,3л","9900000072720","Напиток Drive Cafe молокосодержащий кофейный Моккачино XL 0,3л","1004787","Кофейные напитки с молоком","2400000000082","шт/1","TYPE_GOODS","553000","SET_BASE","2400000000082","SET_NOTDISABLE","В работе","При продаже","10200",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061658","1061659","Напиток DC м/с коф Капучино Str XL 0,3л","9900000072722","Напиток Drive Cafe молокосодержащий кофейный Капучино Strong XL 0,3л","1004787","Кофейные напитки с молоком","2400000000105","шт/1","TYPE_GOODS","1000","SET_BASE","2400000000105","SET_NOTDISABLE","В работе","При продаже","9999",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061661","1061662","Напиток DC м/с коф Капучино G 0,4л","9900000072723","Напиток Drive Cafe молокосодержащий кофейный Капучино G 0,4л","1004787","Кофейные напитки с молоком","2400000000112","шт/1","TYPE_GOODS","7000","SET_BASE","2400000000112","SET_NOTDISABLE","В работе","При продаже","10900",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061664","1061665","Напиток DC м/с коф Моккачино G 0,4л","9900000072724","Напиток Drive Cafe молокосодержащий кофейный Моккачино G 0,4л","1004787","Кофейные напитки с молоком","2400000000129","шт/1","TYPE_GOODS","3000","SET_BASE","2400000000129","SET_NOTDISABLE","В работе","При продаже","5600",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061667","1061668","Напиток DC м/с коф Латте G 0,4л","9900000072725","Напиток Drive Cafe молокосодержащий кофейный Латте G 0,4л","1004787","Кофейные напитки с молоком","2400000000136","г/1","TYPE_GOODS","11000","SET_BASE","2400000000136","SET_NOTDISABLE","В работе","При продаже","20000",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1061670","1061671","Напиток DC м/с коф Капучино Str G 0,4л","9900000072726","Напиток Drive Cafe молокосодержащий кофейный Капучино Strong G 0,4л","1004787","Кофейные напитки с молоком","2400000000174","мл/1","TYPE_GOODS",NULL,"SET_BASE","2400000000174","SET_NOTDISABLE","В работе","При продаже","15600",NULL,"AT_DISH","Блюдо","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1004783.1004784.1004787","Сопутствующий бизнес New/CAFÉ/Напитки кафе/Кофейные напитки с молоком"
"1665548","1665549","Выплата выигрыша Тиражные лотереи","9900000077023","Выплата выигрыша Тиражные лотереи","1004844","Выплаты ТЛ","bctlvypl","шт/1","TYPE_GOODS",NULL,"SET_BASE","bctlvypl","SET_NOTDISABLE","В работе","Нет","1100",NULL,"AT_SERVICE","Услуга","ОСН",8,"UMCTOG_DataMatrixTobacco","Да","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,1,"1004614.1004828.1004839.1004844","Сопутствующий бизнес New/NON-FOOD/Моментальные лотереи/Выплаты ТЛ"
"1665551","1665552","Выплата выигрыша Моментальные лотереи","9900000077024","Выплата выигрыша Моментальные лотереи","1004841","Выплаты МЛ","bcmlvypl","шт/1","TYPE_GOODS",NULL,"SET_BASE","bcmlvypl","SET_NOTDISABLE","В работе","Нет","1100",NULL,"AT_SERVICE","Услуга","ОСН",8,"UMCTOG_DataMatrixTobacco","Да","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,1,"1004614.1004828.1004839.1004841","Сопутствующий бизнес New/NON-FOOD/Моментальные лотереи/Выплаты МЛ"
"1998112","1998113","Пиво ОХОТА крепкое 8% ПЭТ 1,5л","98017543","Пиво ОХОТА крепкое 8% ПЭТ 1,5л","1000204","Cafe","55555","шт/1","TYPE_GOODS",NULL,"SET_BASE","55555","SET_NOTDISABLE","В работе","Нет","13400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",1,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998112","1998115","Пиво ОХОТА крепкое 8% ПЭТ 1,5л","98017543","Пиво ОХОТА крепкое 8% ПЭТ 1,5л","1000204","Cafe","4606204586627","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4606204586627","SET_NOTDISABLE","В работе","Нет","13400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",1,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998344","1998345","Сиг Royals Demi/Rothmans Royals Demi","9900000051204","Сигареты Royals Demi/Rothmans Royals Demi","200299","Табачные изделия 200299","46208057","шт/1","TYPE_GOODS",NULL,"SET_BASE","46208057","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998344","1998347","Сиг Royals Demi/Rothmans Royals Demi","9900000051204","Сигареты Royals Demi/Rothmans Royals Demi","200299","Табачные изделия 200299","46179982","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","46179982","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998344","1998349","Сиг Royals Demi/Rothmans Royals Demi","9900000051204","Сигареты Royals Demi/Rothmans Royals Demi","200299","Табачные изделия 200299","4600266012449","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266012449","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998344","1998351","Сиг Royals Demi/Rothmans Royals Demi","9900000051204","Сигареты Royals Demi/Rothmans Royals Demi","200299","Табачные изделия 200299","4600266000057","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266000057","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998344","1998353","Сиг Royals Demi/Rothmans Royals Demi","9900000051204","Сигареты Royals Demi/Rothmans Royals Demi","200299","Табачные изделия 200299","4600266014719","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266014719","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998684","1998685","Сигареты Rothmans Demi silver","9900000041367","Сигареты Rothmans Demi silver","200299","Табачные изделия 200299","46151872","шт/1","TYPE_GOODS",NULL,"SET_BASE","46151872","SET_NOTDISABLE","В работе","Нет","23400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998684","1998687","Сигареты Rothmans Demi silver","9900000041367","Сигареты Rothmans Demi silver","200299","Табачные изделия 200299","4600266014757","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266014757","SET_NOTDISABLE","В работе","Нет","23400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998684","1998689","Сигареты Rothmans Demi silver","9900000041367","Сигареты Rothmans Demi silver","200299","Табачные изделия 200299","4600266012364","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266012364","SET_NOTDISABLE","В работе","Нет","23400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"1998812","1998813","Сигареты CAMEL black","9900000027108","Сигареты CAMEL black пачка","1000204","Cafe","46094209","шт/1","TYPE_GOODS",NULL,"SET_BASE","46094209","SET_NOTDISABLE","В работе","Нет","34400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998812","1998815","Сигареты CAMEL black","9900000027108","Сигареты CAMEL black пачка","1000204","Cafe","46108593","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","46108593","SET_NOTDISABLE","В работе","Нет","34400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998812","1998817","Сигареты CAMEL black","9900000027108","Сигареты CAMEL black пачка","1000204","Cafe","46094193","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","46094193","SET_NOTDISABLE","В работе","Нет","34400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998812","1998819","Сигареты CAMEL black","9900000027108","Сигареты CAMEL black пачка","1000204","Cafe","46094186","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","46094186","SET_NOTDISABLE","В работе","Нет","34400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"1998812","2203070","Сигареты CAMEL black","9900000027108","Сигареты CAMEL black пачка","1000204","Cafe","4612353086627","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4612353086627","SET_NOTDISABLE","В работе","Нет","34400",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"2027396","2027397","Сигареты Rothmans aero blue","9900000051557","Сигареты Rothmans aero blue","200299","Табачные изделия 200299","46190703","шт/1","TYPE_GOODS",NULL,"SET_BASE","46190703","SET_NOTDISABLE","В работе","Нет","32100",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"2027396","2027399","Сигареты Rothmans aero blue","9900000051557","Сигареты Rothmans aero blue","200299","Табачные изделия 200299","4600266012357","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266012357","SET_NOTDISABLE","В работе","Нет","32100",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"2027396","2027401","Сигареты Rothmans aero blue","9900000051557","Сигареты Rothmans aero blue","200299","Табачные изделия 200299","4600266012371","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266012371","SET_NOTDISABLE","В работе","Нет","32100",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"2027396","2027403","Сигареты Rothmans aero blue","9900000051557","Сигареты Rothmans aero blue","200299","Табачные изделия 200299","4600266013262","шт/1","TYPE_GOODS",NULL,"SET_NOTBASE","4600266013262","SET_NOTDISABLE","В работе","Нет","32100",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",0,0,"1004614.1004609.200299","Сопутствующий бизнес New/FOOD/Табачные изделия 200299"
"2028118","2028119","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","9900000023713","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","1000204","Cafe","4620002441432","шт/1","TYPE_GOODS","32000","SET_NOTBASE","4620002441432","SET_NOTDISABLE","В работе","Нет","12311",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"2028118","2266770","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","9900000023713","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","1000204","Cafe","4004764390564","шт/1","TYPE_GOODS","32000","SET_BASE","4004764390564","SET_NOTDISABLE","В работе","Нет","12311",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"2028118","7614727","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","9900000023713","Наб Lil SOLID 2.0 графит+стики Fiit 3пач","1000204","Cafe","9900000023713","г/1","TYPE_GOODS","32000","SET_NOTBASE","9900000023713","SET_NOTDISABLE","В работе","Нет","12311",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"2057427","2057428","CAMEL сигареты","00000098017544","Сигареты CAMEL filters пачка","2","СОП.ТОВАРЫ","4606203086634","шт/1","TYPE_GOODS","556000","SET_BASE","4606203086634","SET_NOTDISABLE","В работе","Нет","23400",NULL,"AT_GOODS","Товар","ОСН",3,"UMCTOG_DataMatrixTobacco","Да","UMCTOG_NotMarked","Нет","UMCTOG_DataMatrixTobacco",1,0,"2","СОП.ТОВАРЫ"
"2057427","2057430","CAMEL сигареты","00000098017544","Сигареты CAMEL filters пачка","2","СОП.ТОВАРЫ","4611253086627","шт/1","TYPE_GOODS","556000","SET_NOTBASE","4611253086627","SET_NOTDISABLE","В работе","Нет","23400",NULL,"AT_GOODS","Товар","ОСН",3,"UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco","Да","UMCTOG_DataMatrixTobacco",1,0,"2","СОП.ТОВАРЫ"
"2309710","2309711","Горошек Bonduelle зеленый нежный 0,212л","9900000010151","Горошек Bonduelle зеленый нежный банка 0,212л","1000204","Cafe","3083680538404","шт/1","TYPE_GOODS","78000","SET_BASE","3083680538404","SET_NOTDISABLE","В работе","Нет","10000",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"2471914","2471943","Колбаса весовая","159456","Колбаса весовая","200418","Ингридиенты 200418","123456","кг/1000","TYPE_GOODS","196700","SET_BASE","123456","SET_NOTDISABLE","В работе","Нет","50000",NULL,"AT_FOODSTUFF","Ингредиент блюда","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.200418","Сопутствующий бизнес New/Cafe/Ингридиенты 200418"
"2472189","2472206","Огурец весовой","951789","Огурец весовой","200418","Ингридиенты 200418","321321","кг/1000","TYPE_GOODS","95250","SET_BASE","321321","SET_NOTDISABLE","В работе","Нет","12000",NULL,"AT_FOODSTUFF","Ингредиент блюда","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.200418","Сопутствующий бизнес New/Cafe/Ингридиенты 200418"
